x,y,z
-0.800000011920929,261.46665954589844,c
585.2000122070312,0.4666748046875,c
586.2000122070312,0.4666748046875,c
587.2000122070312,0.4666748046875,c
588.2000122070312,0.4666748046875,c
590.2000122070312,0.4666748046875,c
591.2000122070312,0.4666748046875,c
592.2000122070312,0.4666748046875,c
593.2000122070312,0.4666748046875,c
594.2000122070312,0.4666748046875,c
599.2000122070312,1.4666748046875,c
602.2000122070312,3.4666748046875,c
603.2000122070312,3.4666748046875,c
605.2000122070312,3.4666748046875,c
606.2000122070312,3.4666748046875,c
608.2000122070312,3.4666748046875,c
610.2000122070312,3.4666748046875,c
611.2000122070312,3.4666748046875,c
612.2000122070312,3.4666748046875,c
615.2000122070312,3.4666748046875,c
616.2000122070312,3.4666748046875,c
618.2000122070312,3.4666748046875,c
621.2000122070312,3.4666748046875,c
625.2000122070312,3.4666748046875,c
631.2000122070312,5.4666748046875,c
632.2000122070312,5.4666748046875,c
633.2000122070312,5.4666748046875,c
634.2000122070312,5.4666748046875,c
635.2000122070312,5.4666748046875,c
637.2000122070312,5.4666748046875,c
639.2000122070312,5.4666748046875,c
644.2000122070312,6.4666748046875,c
649.2000122070312,6.4666748046875,c
654.2000122070312,7.4666748046875,c
662.2000122070312,8.4666748046875,c
665.2000122070312,8.4666748046875,c
670.2000122070312,10.4666748046875,c
673.2000122070312,11.4666748046875,c
674.2000122070312,11.4666748046875,c
675.2000122070312,11.4666748046875,c
678.2000122070312,11.4666748046875,c
680.2000122070312,11.4666748046875,c
681.2000122070312,11.4666748046875,c
682.2000122070312,11.4666748046875,c
683.2000122070312,11.4666748046875,c
685.2000122070312,11.4666748046875,c
686.2000122070312,11.4666748046875,c
690.2000122070312,11.4666748046875,c
694.2000122070312,11.4666748046875,c
699.2000122070312,12.4666748046875,c
703.2000122070312,12.4666748046875,c
710.2000122070312,12.4666748046875,c
718.2000122070312,12.4666748046875,c
723.2000122070312,12.4666748046875,c
727.2000122070312,12.4666748046875,c
731.2000122070312,12.4666748046875,c
734.2000122070312,12.4666748046875,c
736.2000122070312,12.4666748046875,c
738.2000122070312,12.4666748046875,c
744.2000122070312,11.4666748046875,c
746.2000122070312,11.4666748046875,c
749.2000122070312,11.4666748046875,c
750.2000122070312,11.4666748046875,c
752.2000122070312,10.4666748046875,c
753.2000122070312,10.4666748046875,c
755.2000122070312,10.4666748046875,c
760.2000122070312,10.4666748046875,c
763.2000122070312,9.4666748046875,c
766.2000122070312,9.4666748046875,c
769.2000122070312,9.4666748046875,c
772.2000122070312,9.4666748046875,c
776.2000122070312,9.4666748046875,c
781.2000122070312,9.4666748046875,c
784.2000122070312,9.4666748046875,c
786.2000122070312,8.4666748046875,c
790.2000122070312,8.4666748046875,c
792.2000122070312,8.4666748046875,c
794.2000122070312,8.4666748046875,c
796.2000122070312,8.4666748046875,c
802.2000122070312,7.4666748046875,c
808.2000122070312,6.4666748046875,c
817.2000122070312,5.4666748046875,c
825.2000122070312,5.4666748046875,c
835.2000122070312,5.4666748046875,c
839.2000122070312,5.4666748046875,c
844.2000122070312,5.4666748046875,c
852.2000122070312,4.4666748046875,c
860.2000122070312,3.4666748046875,c
873.2000122070312,3.4666748046875,c
879.2000122070312,3.4666748046875,c
883.2000122070312,3.4666748046875,c
884.2000122070312,3.4666748046875,c
888.2000122070312,3.4666748046875,c
890.2000122070312,3.4666748046875,c
894.2000122070312,3.4666748046875,c
899.2000122070312,3.4666748046875,c
904.2000122070312,3.4666748046875,c
907.2000122070312,3.4666748046875,c
909.2000122070312,3.4666748046875,c
912.2000122070312,3.4666748046875,c
915.2000122070312,3.4666748046875,c
918.2000122070312,3.4666748046875,c
921.2000122070312,1.4666748046875,c
925.2000122070312,1.4666748046875,c
926.2000122070312,1.4666748046875,c
928.2000122070312,1.4666748046875,c
930.2000122070312,1.4666748046875,c
934.2000122070312,1.4666748046875,c
938.2000122070312,1.4666748046875,c
943.2000122070312,1.4666748046875,c
950.2000122070312,1.4666748046875,c
952.2000122070312,1.4666748046875,c
955.2000122070312,1.4666748046875,c
957.2000122070312,1.4666748046875,c
961.2000122070312,1.4666748046875,c
964.2000122070312,1.4666748046875,c
968.2000122070312,1.4666748046875,c
973.2000122070312,1.4666748046875,c
980.2000122070312,1.4666748046875,c
990.2000122070312,1.4666748046875,c
996.2000122070312,1.4666748046875,c
1001.2000122070312,1.4666748046875,c
1004.2000122070312,1.4666748046875,c
1007.2000122070312,1.4666748046875,c
1009.2000122070312,1.4666748046875,c
1014.2000122070312,1.4666748046875,c
1018.2000122070312,1.4666748046875,c
1022.2000122070312,3.4666748046875,c
1026.199951171875,3.4666748046875,c
1028.199951171875,3.4666748046875,c
1031.199951171875,4.4666748046875,c
1034.199951171875,4.4666748046875,c
1038.199951171875,5.4666748046875,c
1040.199951171875,5.4666748046875,c
1044.199951171875,5.4666748046875,c
1049.199951171875,5.4666748046875,c
1055.199951171875,6.4666748046875,c
1057.199951171875,7.4666748046875,c
1058.199951171875,7.4666748046875,c
1059.199951171875,7.4666748046875,c
1057.199951171875,10.4666748046875,c
1054.199951171875,13.4666748046875,c
